emoji,name,cos_sim_cad,cos_sim_prompt
👨🏼‍🔬,man_scientist_medium-light_skin_tone,-0.016782,0.118208
🧑🏽‍❤‍💋‍🧑🏼,kiss_person_person_medium_skin_tone_medium-light_skin_tone,-0.016964,0.023047
🧑🏽‍🍼,person_feeding_baby_medium_skin_tone,-0.017047,0.057555
👱🏻‍♀,woman_light_skin_tone_blond_hair,-0.017060,0.080899
👨🏾‍🔧,man_mechanic_medium-dark_skin_tone,-0.017133,0.117429
👩🏽‍🤝‍👨🏻,woman_and_man_holding_hands_medium_skin_tone_light_skin_tone,-0.017144,0.102879
🧑🏼‍❤‍💋‍🧑🏽,kiss_person_person_medium-light_skin_tone_medium_skin_tone,-0.017230,0.029818
🙎🏿‍♂,man_pouting_dark_skin_tone,-0.017284,-0.089984
🎋,tanabata_tree,-0.017286,-0.113629
🏴󠁧󠁢󠁷󠁬󠁳󠁿,Wales,-0.017304,-0.094155
↗️,up-right_arrow,-0.017361,-0.032857
👨🏾‍❤‍💋‍👨🏿,kiss_man_man_medium-dark_skin_tone_dark_skin_tone,-0.017425,-0.065837
🛑,stop_sign,-0.017449,-0.180364
😇,smiling_face_with_halo,-0.017451,-0.178070
🧙🏿‍♂️,man_mage_dark_skin_tone,-0.017480,-0.088460
🚶🏻‍♀️‍➡️,woman_walking_facing_right_light_skin_tone,-0.017507,-0.002921
👩🏽‍❤‍👩🏾,couple_with_heart_woman_woman_medium_skin_tone_medium-dark_skin_tone,-0.017516,0.079039
👩🏿‍❤️‍👩🏽,couple_with_heart_woman_woman_dark_skin_tone_medium_skin_tone,-0.017541,-0.016615
🧘🏽‍♂,man_in_lotus_position_medium_skin_tone,-0.017565,0.166570
🇧🇭,Bahrain,-0.017577,0.086018
🧛🏿,vampire_dark_skin_tone,-0.017661,-0.123389
🧘🏾‍♂,man_in_lotus_position_medium-dark_skin_tone,-0.017741,0.136923
🧑🏿‍❤‍💋‍🧑🏾,kiss_person_person_dark_skin_tone_medium-dark_skin_tone,-0.017746,-0.075763
👩‍👩‍👧,family_woman_woman_girl,-0.017838,0.095052
😰,anxious_face_with_sweat,-0.017886,-0.089117
🧑🏼‍❤️‍💋‍🧑🏽,kiss_person_person_medium-light_skin_tone_medium_skin_tone,-0.017904,0.040404
🤽🏿‍♀️,woman_playing_water_polo_dark_skin_tone,-0.017913,-0.114988
🏃,person_running,-0.017938,-0.120292
⛹‍♂️,man_bouncing_ball,-0.017938,-0.063267
👮🏼‍♀️,woman_police_officer_medium-light_skin_tone,-0.018005,0.114459
🙇🏿‍♀️,woman_bowing_dark_skin_tone,-0.018042,-0.095569
👼🏿,baby_angel_dark_skin_tone,-0.018047,-0.163649
♓,Pisces,-0.018065,0.089533
👮‍♂,man_police_officer,-0.018092,0.037373
🙆🏻‍♀,woman_gesturing_OK_light_skin_tone,-0.018112,0.010938
🤾🏻‍♂,man_playing_handball_light_skin_tone,-0.018191,0.084287
💁🏿‍♀️,woman_tipping_hand_dark_skin_tone,-0.018233,-0.151924
👩🏼‍🌾,woman_farmer_medium-light_skin_tone,-0.018248,0.131226
🧎🏻‍♂️‍➡️,man_kneeling_facing_right_light_skin_tone,-0.018250,-0.047507
🤼🏿‍♂️,men_wrestling_dark_skin_tone,-0.018265,-0.101136
🈲,Japanese_prohibited_button,-0.018275,-0.192529
👬🏾,men_holding_hands_medium-dark_skin_tone,-0.018300,-0.166188
👁️‍🗨,eye_in_speech_bubble,-0.018312,-0.166226
🕵🏾‍♂,man_detective_medium-dark_skin_tone,-0.018333,-0.035042
🧎🏻‍♀,woman_kneeling_light_skin_tone,-0.018372,0.095818
👨,man,-0.018378,-0.127388
🙎,person_pouting,-0.018400,-0.161583
👰‍♀️,woman_with_veil,-0.018471,0.011038
👳‍♂️,man_wearing_turban,-0.018475,0.106306
👨🏿‍✈️,man_pilot_dark_skin_tone,-0.018478,-0.082709
👨🏽‍❤‍👨🏽,couple_with_heart_man_man_medium_skin_tone,-0.018541,0.080043
👩🏼‍💻,woman_technologist_medium-light_skin_tone,-0.018582,0.110620
🤽🏾‍♀,woman_playing_water_polo_medium-dark_skin_tone,-0.018644,0.018095
🆘,SOS_button,-0.018656,-0.088272
👱‍♂,man_blond_hair,-0.018726,0.048922
🇹🇰,Tokelau,-0.018731,0.076897
👩🏿‍🤝‍👨🏾,woman_and_man_holding_hands_dark_skin_tone_medium-dark_skin_tone,-0.018744,-0.028423
👨🏿‍🤝‍👨🏽,men_holding_hands_dark_skin_tone_medium_skin_tone,-0.018754,-0.070774
👩🏾‍🍼,woman_feeding_baby_medium-dark_skin_tone,-0.018780,-0.095869
🧜🏿‍♀️,mermaid_dark_skin_tone,-0.018816,-0.080240
🏃🏽‍♂‍➡️,man_running_facing_right_medium_skin_tone,-0.018821,0.049551
🧍🏿,person_standing_dark_skin_tone,-0.018822,-0.091736
🚣🏽‍♀,woman_rowing_boat_medium_skin_tone,-0.018844,0.112234
🇧🇱,St._Barthélemy,-0.018859,0.080317
👩🏿‍🌾,woman_farmer_dark_skin_tone,-0.018868,-0.034956
🚴🏽‍♀,woman_biking_medium_skin_tone,-0.018912,0.131673
🙋🏾,person_raising_hand_medium-dark_skin_tone,-0.019046,-0.128769
🔫,water_pistol,-0.019049,-0.201659
👨‍👧‍👧,family_man_girl_girl,-0.019081,0.134681
🏗,building_construction,-0.019097,-0.122987
🙋🏻‍♀,woman_raising_hand_light_skin_tone,-0.019116,-0.062975
👩🏿‍🔧,woman_mechanic_dark_skin_tone,-0.019123,0.005500
🟦,blue_square,-0.019192,-0.169568
👩🏽‍❤️‍👩🏼,couple_with_heart_woman_woman_medium_skin_tone_medium-light_skin_tone,-0.019201,0.095776
🕣,eight-thirty,-0.019232,-0.159497
👳🏼‍♀️,woman_wearing_turban_medium-light_skin_tone,-0.019271,0.128261
⛎,Ophiuchus,-0.019375,-0.141102
👩🏻‍⚖️,woman_judge_light_skin_tone,-0.019401,0.137239
🇳🇮,Nicaragua,-0.019526,0.082853
♍,Virgo,-0.019528,0.087191
🚴🏾‍♀,woman_biking_medium-dark_skin_tone,-0.019550,0.123729
🏄🏻‍♂,man_surfing_light_skin_tone,-0.019559,0.128106
🧑‍🦱,person_curly_hair,-0.019577,-0.017895
👨🏼‍❤️‍💋‍👨🏿,kiss_man_man_medium-light_skin_tone_dark_skin_tone,-0.019600,-0.064640
👨🏽‍🤝‍👨🏿,men_holding_hands_medium_skin_tone_dark_skin_tone,-0.019602,-0.074905
🇧🇹,Bhutan,-0.019611,0.084025
📭,open_mailbox_with_lowered_flag,-0.019636,-0.188696
🧑🏼‍❤️‍🧑🏻,couple_with_heart_person_person_medium-light_skin_tone_light_skin_tone,-0.019637,0.118182
👨🏽‍🤝‍👨🏼,men_holding_hands_medium_skin_tone_medium-light_skin_tone,-0.019656,0.089623
👨🏼‍❤‍👨🏼,couple_with_heart_man_man_medium-light_skin_tone,-0.019675,0.097979
👩🏾‍🤝‍👨🏻,woman_and_man_holding_hands_medium-dark_skin_tone_light_skin_tone,-0.019681,0.088263
🧑🏼‍🎨,artist_medium-light_skin_tone,-0.019696,0.055374
🧎🏽‍♂️‍➡️,man_kneeling_facing_right_medium_skin_tone,-0.019797,-0.056914
👩🏻‍🍼,woman_feeding_baby_light_skin_tone,-0.019901,-0.106875
🤶🏾,Mrs._Claus_medium-dark_skin_tone,-0.019928,-0.114940
🧔🏿,person_dark_skin_tone_beard,-0.019958,-0.093971
👩🏼‍🤝‍👨🏻,woman_and_man_holding_hands_medium-light_skin_tone_light_skin_tone,-0.019975,0.105175
🧍🏼,person_standing_medium-light_skin_tone,-0.020011,-0.122778
👱‍♀,woman_blond_hair,-0.020025,0.049254
💆🏽‍♀,woman_getting_massage_medium_skin_tone,-0.020115,0.079236
👨🏾‍❤️‍👨🏻,couple_with_heart_man_man_medium-dark_skin_tone_light_skin_tone,-0.020118,0.071812
⏫,fast_up_button,-0.020193,-0.145910
🏃🏿‍♂️,man_running_dark_skin_tone,-0.020199,-0.065646
🇧🇩,Bangladesh,-0.020203,0.075322
👩🏻‍❤‍👨🏽,couple_with_heart_woman_man_light_skin_tone_medium_skin_tone,-0.020269,0.075500
🏌,person_golfing,-0.020335,-0.043113
🧗🏻‍♀,woman_climbing_light_skin_tone,-0.020420,0.106069
👱🏻‍♂,man_light_skin_tone_blond_hair,-0.020424,0.082395
💢,anger_symbol,-0.020430,-0.181624
👩🏽‍❤‍👩🏼,couple_with_heart_woman_woman_medium_skin_tone_medium-light_skin_tone,-0.020514,0.089360
🧑🏾‍🎤,singer_medium-dark_skin_tone,-0.020556,-0.024854
🚫,prohibited,-0.020605,-0.160483
💇🏿‍♀️,woman_getting_haircut_dark_skin_tone,-0.020614,-0.126717
🏽,medium_skin_tone,-0.020619,-0.093919
📠,fax_machine,-0.020619,-0.150258
🈷,Japanese_monthly_amount_button,-0.020620,-0.152689
🧎🏾‍♀‍➡️,woman_kneeling_facing_right_medium-dark_skin_tone,-0.020706,-0.079938
🤽‍♀,woman_playing_water_polo,-0.020708,0.138417
🧔🏻‍♂️,man_light_skin_tone_beard,-0.020751,0.065198
🧍🏿‍♂,man_standing_dark_skin_tone,-0.020805,-0.085570
🧑🏾‍❤‍💋‍🧑🏽,kiss_person_person_medium-dark_skin_tone_medium_skin_tone,-0.020808,-0.020135
🥈,2nd_place_medal,-0.020818,0.038235
🇨🇲,Cameroon,-0.020876,0.079574
🇩🇯,Djibouti,-0.020896,0.080114
🧎🏼‍♂️‍➡️,man_kneeling_facing_right_medium-light_skin_tone,-0.020919,-0.059990
🇪🇺,European_Union,-0.020949,0.060345
🧛🏿‍♂️,man_vampire_dark_skin_tone,-0.021021,-0.061510
🚶🏽‍♂‍➡️,man_walking_facing_right_medium_skin_tone,-0.021056,0.036978
🏃🏿‍♀️,woman_running_dark_skin_tone,-0.021058,-0.058948
😕,confused_face,-0.021091,-0.050908
💮,white_flower,-0.021149,-0.204714
🧎🏻‍♀️‍➡️,woman_kneeling_facing_right_light_skin_tone,-0.021256,-0.060238
🚣‍♂,man_rowing_boat,-0.021302,0.087750
👷🏼‍♀,woman_construction_worker_medium-light_skin_tone,-0.021325,0.123408
🧏🏻‍♀,deaf_woman_light_skin_tone,-0.021372,0.122259
🚴🏽‍♂,man_biking_medium_skin_tone,-0.021399,0.123300
🧍,person_standing,-0.021414,-0.159504
⚠️,warning,-0.021443,-0.196212
🏃🏾‍♂‍➡️,man_running_facing_right_medium-dark_skin_tone,-0.021453,-0.002224
👧🏽,girl_medium_skin_tone,-0.021496,-0.158425
🧑🏾‍🍼,person_feeding_baby_medium-dark_skin_tone,-0.021537,-0.062272
🚶🏻‍♂️‍➡️,man_walking_facing_right_light_skin_tone,-0.021581,-0.018488
🤶,Mrs._Claus,-0.021726,-0.100499
⛹️‍♂️,man_bouncing_ball,-0.021751,-0.008092
☪️,star_and_crescent,-0.021754,-0.194246
👩🏿‍❤‍👨🏻,couple_with_heart_woman_man_dark_skin_tone_light_skin_tone,-0.021871,-0.021197
➡️,right_arrow,-0.021934,-0.178142
💆🏼‍♂,man_getting_massage_medium-light_skin_tone,-0.021956,0.106181
🚶🏽‍♀️‍➡️,woman_walking_facing_right_medium_skin_tone,-0.022077,0.017889
🧑🏿‍❤‍🧑🏻,couple_with_heart_person_person_dark_skin_tone_light_skin_tone,-0.022097,-0.072467
🇨🇫,Central_African_Republic,-0.022129,0.080271
👩🏼‍🎨,woman_artist_medium-light_skin_tone,-0.022173,0.130621
👩‍💼,woman_office_worker,-0.022182,0.070442
🧖🏿‍♂️,man_in_steamy_room_dark_skin_tone,-0.022187,-0.076470
🧑🏽,person_medium_skin_tone,-0.022229,-0.111157
🚣🏽‍♂,man_rowing_boat_medium_skin_tone,-0.022329,0.105849
👷🏻‍♀,woman_construction_worker_light_skin_tone,-0.022378,0.124257
🧑🏿‍🤝‍🧑🏿,people_holding_hands_dark_skin_tone,-0.022409,-0.091749
🙍🏿,person_frowning_dark_skin_tone,-0.022432,-0.092267
🌯,burrito,-0.022533,-0.183745
👨🏿‍❤️‍👨🏻,couple_with_heart_man_man_dark_skin_tone_light_skin_tone,-0.022534,-0.058415
👨‍👦‍👦,family_man_boy_boy,-0.022544,0.106060
👱🏼‍♀,woman_medium-light_skin_tone_blond_hair,-0.022570,0.100694
🤸🏾‍♂,man_cartwheeling_medium-dark_skin_tone,-0.022611,0.093466
🧑🏻‍🏫,teacher_light_skin_tone,-0.022617,0.110968
👨🏽‍❤️‍👨🏼,couple_with_heart_man_man_medium_skin_tone_medium-light_skin_tone,-0.022659,0.075726
☠,skull_and_crossbones,-0.022661,-0.183831
🙇🏿‍♂,man_bowing_dark_skin_tone,-0.022892,-0.114496
👩🏻‍❤️‍👩🏾,couple_with_heart_woman_woman_light_skin_tone_medium-dark_skin_tone,-0.022917,0.062683
👱🏼‍♂,man_medium-light_skin_tone_blond_hair,-0.022944,0.096459
🇬🇫,French_Guiana,-0.022950,0.082836
🇬🇷,Greece,-0.022967,0.057877
🇦🇼,Aruba,-0.023020,0.068796
🧑🏽‍⚖️,judge_medium_skin_tone,-0.023121,0.119274
🏳,white_flag,-0.023166,-0.094177
👩🏽‍🎤,woman_singer_medium_skin_tone,-0.023297,0.114142
☣️,biohazard,-0.023309,-0.190278
👨🏿‍🚒,man_firefighter_dark_skin_tone,-0.023313,-0.087111
🤽🏾‍♂,man_playing_water_polo_medium-dark_skin_tone,-0.023381,0.046184
🤬,face_with_symbols_on_mouth,-0.023391,-0.196146
👩🏿‍🚒,woman_firefighter_dark_skin_tone,-0.023406,-0.010725
⏲,timer_clock,-0.023424,-0.119299
👨🏻‍💻,man_technologist_light_skin_tone,-0.023516,0.093251
👩🏿‍💼,woman_office_worker_dark_skin_tone,-0.023518,-0.041162
🧑🏿‍🤝‍🧑🏼,people_holding_hands_dark_skin_tone_medium-light_skin_tone,-0.023534,-0.075218
🙇🏻‍♀,woman_bowing_light_skin_tone,-0.023559,-0.017227
🧔🏼‍♂️,man_medium-light_skin_tone_beard,-0.023643,0.080832
😵,face_with_crossed-out_eyes,-0.023652,-0.015764
👩🏿‍🎨,woman_artist_dark_skin_tone,-0.023656,-0.027045
🧖🏻‍♀,woman_in_steamy_room_light_skin_tone,-0.023678,0.165104
🚶🏿‍♂️,man_walking_dark_skin_tone,-0.023734,-0.093541
🔪,kitchen_knife,-0.023746,-0.214353
🚶🏼‍♂️‍➡️,man_walking_facing_right_medium-light_skin_tone,-0.023793,-0.002242
🙍🏻‍♂️,man_frowning_light_skin_tone,-0.023870,-0.026915
🏃🏻‍♂‍➡️,man_running_facing_right_light_skin_tone,-0.023921,0.031723
🇱🇧,Lebanon,-0.023933,0.064796
🧑🏽‍🔬,scientist_medium_skin_tone,-0.023964,0.079698
👩🏾‍🤝‍👩🏽,women_holding_hands_medium-dark_skin_tone_medium_skin_tone,-0.024015,0.056228
🧑🏼‍🎤,singer_medium-light_skin_tone,-0.024031,0.032023
🏴󠁧󠁢󠁳󠁣󠁴󠁿,Scotland,-0.024052,-0.083818
🚶🏾‍♂️,man_walking_medium-dark_skin_tone,-0.024057,0.100801
🚶🏼‍♀️‍➡️,woman_walking_facing_right_medium-light_skin_tone,-0.024058,0.011449
👈🏾,backhand_index_pointing_left_medium-dark_skin_tone,-0.024069,-0.172974
🚶🏼‍♂‍➡️,man_walking_facing_right_medium-light_skin_tone,-0.024073,0.021840
🧎🏽‍♀️‍➡️,woman_kneeling_facing_right_medium_skin_tone,-0.024077,-0.071702
🧎🏿‍♀‍➡,woman_kneeling_facing_right_dark_skin_tone,-0.024080,-0.124329
🏚,derelict_house,-0.024116,-0.134163
👲🏾,person_with_skullcap_medium-dark_skin_tone,-0.024159,-0.083258
💁🏿‍♂️,man_tipping_hand_dark_skin_tone,-0.024230,-0.171401
👯🏽‍♀,women_with_bunny_ears_medium_skin_tone,-0.024232,0.067281
♉,Taurus,-0.024234,-0.025776
🧟‍♀,woman_zombie,-0.024274,0.048425
🧑🏿‍❤️‍🧑🏾,couple_with_heart_person_person_dark_skin_tone_medium-dark_skin_tone,-0.024295,-0.077648
👩🏿‍❤‍👨🏿,couple_with_heart_woman_man_dark_skin_tone,-0.024353,-0.060859
👨🏽‍🤝‍👨🏾,men_holding_hands_medium_skin_tone_medium-dark_skin_tone,-0.024361,0.063774
💪🏿,flexed_biceps_dark_skin_tone,-0.024422,-0.160360
👨🏾‍🤝‍👨🏿,men_holding_hands_medium-dark_skin_tone_dark_skin_tone,-0.024435,-0.076987
2⃣,keycap_2,-0.024441,-0.159649
👩🏽‍🏭,woman_factory_worker_medium_skin_tone,-0.024497,0.039815
👮🏼‍♂️,man_police_officer_medium-light_skin_tone,-0.024556,0.107542
🇲🇺,Mauritius,-0.024697,0.065317
😳,flushed_face,-0.024699,0.009136
🙅🏼,person_gesturing_NO_medium-light_skin_tone,-0.024761,-0.025615
🈴,Japanese_passing_grade_button,-0.024803,-0.209599
👨‍👧,family_man_girl,-0.024804,0.100961
😪,sleepy_face,-0.024858,-0.190714
🇽🇰,Kosovo,-0.024860,0.078575
🙆🏿‍♂️,man_gesturing_OK_dark_skin_tone,-0.024886,-0.116058
🅰,A_button_(blood_type),-0.024898,-0.164126
👩🏼‍🏭,woman_factory_worker_medium-light_skin_tone,-0.024902,0.004497
👨🏻‍🤝‍👨🏼,men_holding_hands_light_skin_tone_medium-light_skin_tone,-0.024920,0.093727
👮🏽‍♀️,woman_police_officer_medium_skin_tone,-0.024943,0.109140
🧎🏾‍♂️‍➡️,man_kneeling_facing_right_medium-dark_skin_tone,-0.024958,-0.095711
👩🏿‍🤝‍👩🏽,women_holding_hands_dark_skin_tone_medium_skin_tone,-0.025048,-0.046292
👨🏽‍❤‍💋‍👨🏿,kiss_man_man_medium_skin_tone_dark_skin_tone,-0.025057,-0.071806
👨🏻‍⚖️,man_judge_light_skin_tone,-0.025102,0.135427
👩🏽‍💼,woman_office_worker_medium_skin_tone,-0.025149,0.107094
🧑🏻‍❤️‍🧑🏼,couple_with_heart_person_person_light_skin_tone_medium-light_skin_tone,-0.025167,0.086933
💆🏻‍♀,woman_getting_massage_light_skin_tone,-0.025189,0.070363
🏃🏾‍♀‍➡️,woman_running_facing_right_medium-dark_skin_tone,-0.025220,0.043011
🙆🏼‍♂,man_gesturing_OK_medium-light_skin_tone,-0.025227,0.045863
👩🏼‍🤝‍👩🏽,women_holding_hands_medium-light_skin_tone_medium_skin_tone,-0.025231,0.076362
🤤,drooling_face,-0.025245,-0.171014
🧍🏿‍♀,woman_standing_dark_skin_tone,-0.025246,-0.082687
🧎🏿‍♀️‍➡,woman_kneeling_facing_right_dark_skin_tone,-0.025254,-0.126608
👩🏾‍🌾,woman_farmer_medium-dark_skin_tone,-0.025304,0.099008
🤽‍♂,man_playing_water_polo,-0.025374,0.135115
🙇🏻‍♂,man_bowing_light_skin_tone,-0.025385,-0.005527
🏃🏽‍♀‍➡️,woman_running_facing_right_medium_skin_tone,-0.025415,0.087569
🚶🏿‍♀️,woman_walking_dark_skin_tone,-0.025455,-0.087582
🙎🏻‍♂️,man_pouting_light_skin_tone,-0.025458,0.025873
🧗🏼‍♂,man_climbing_medium-light_skin_tone,-0.025467,0.096865
🏴󠁧󠁢󠁥󠁮󠁧󠁿,England,-0.025511,-0.115037
👩🏿‍🔬,woman_scientist_dark_skin_tone,-0.025511,-0.037968
🚶🏽‍♀‍➡️,woman_walking_facing_right_medium_skin_tone,-0.025528,0.076911
💅🏿,nail_polish_dark_skin_tone,-0.025553,-0.160348
🧝🏿‍♀️,woman_elf_dark_skin_tone,-0.025620,-0.101660
👩🏽‍🎓,woman_student_medium_skin_tone,-0.025777,0.108519
🙋🏿‍♂️,man_raising_hand_dark_skin_tone,-0.025781,-0.109792
👩🏿‍❤️‍👨🏿,couple_with_heart_woman_man_dark_skin_tone,-0.025797,-0.059211
👩‍🏫,woman_teacher,-0.025862,0.076357
🧎🏿‍♂️‍➡,man_kneeling_facing_right_dark_skin_tone,-0.025959,-0.132954
👨🏿‍❤‍👨🏻,couple_with_heart_man_man_dark_skin_tone_light_skin_tone,-0.025988,-0.071236
🧑🏻‍🎓,student_light_skin_tone,-0.025991,0.081776
➡,right_arrow,-0.026001,-0.185504
🏃🏼‍♀‍➡️,woman_running_facing_right_medium-light_skin_tone,-0.026004,0.075487
⛱,umbrella_on_ground,-0.026017,-0.114147
🤽🏿‍♂️,man_playing_water_polo_dark_skin_tone,-0.026046,-0.126568
👮🏾‍♀️,woman_police_officer_medium-dark_skin_tone,-0.026054,0.062685
👯🏽‍♂,men_with_bunny_ears_medium_skin_tone,-0.026113,0.064047
👨‍⚖️,man_judge,-0.026148,0.123206
🧑🏿‍🤝‍🧑🏽,people_holding_hands_dark_skin_tone_medium_skin_tone,-0.026182,-0.079138
🐻‍❄,polar_bear,-0.026220,-0.033902
🧑🏻‍❤‍💋‍🧑🏽,kiss_person_person_light_skin_tone_medium_skin_tone,-0.026244,0.010713
👩🏾‍🤝‍👩🏻,women_holding_hands_medium-dark_skin_tone_light_skin_tone,-0.026245,0.055223
🧑🏽‍💻,technologist_medium_skin_tone,-0.026286,0.069996
🧗🏼‍♀,woman_climbing_medium-light_skin_tone,-0.026410,0.098101
🧔🏿‍♂,man_dark_skin_tone_beard,-0.026489,-0.091885
🏃🏼‍♂️‍➡️,man_running_facing_right_medium-light_skin_tone,-0.026541,-0.005843
👈🏿,backhand_index_pointing_left_dark_skin_tone,-0.026566,-0.152349
👩🏽‍🤝‍👨🏾,woman_and_man_holding_hands_medium_skin_tone_medium-dark_skin_tone,-0.026573,0.078238
🇨🇻,Cape_Verde,-0.026581,0.077090
🚵🏿‍♀️,woman_mountain_biking_dark_skin_tone,-0.026597,-0.112868
🧎🏾‍♀️‍➡️,woman_kneeling_facing_right_medium-dark_skin_tone,-0.026634,-0.106928
🇲🇼,Malawi,-0.026707,0.066111
👨🏿‍🦰,man_dark_skin_tone_red_hair,-0.026716,-0.076156
🧎🏽‍♂,man_kneeling_medium_skin_tone,-0.026721,0.043037
♂️,male_sign,-0.026752,-0.223662
👨🏻‍❤‍👨🏼,couple_with_heart_man_man_light_skin_tone_medium-light_skin_tone,-0.026818,0.067322
🅾️,O_button_(blood_type),-0.026872,-0.174935
👨🏻‍🤝‍👨🏿,men_holding_hands_light_skin_tone_dark_skin_tone,-0.026874,-0.093020
🤸🏾‍♀,woman_cartwheeling_medium-dark_skin_tone,-0.026878,0.085639
🧑🏾‍❤️‍🧑🏻,couple_with_heart_person_person_medium-dark_skin_tone_light_skin_tone,-0.026885,0.021532
🏃‍♂‍➡️,man_running_facing_right,-0.026890,-0.001906
🇭🇹,Haiti,-0.026951,0.076199
👮🏽‍♂️,man_police_officer_medium_skin_tone,-0.027044,0.106972
👩🏻‍❤‍👩🏾,couple_with_heart_woman_woman_light_skin_tone_medium-dark_skin_tone,-0.027079,0.047036
